,url,start,rel,end
361301,"Synonym,交换网络,交换网路",交换网络,Synonym,交换网路
361343,"Synonym,交警,交通警察",交警,Synonym,交通警察
361346,"Synonym,交变流电,交流电",交变流电,Synonym,交流电
361347,"Synonym,交变流电,交流电",交变流电,Synonym,交流电
361358,"Synonym,交通大学,上海交通大学",交通大学,Synonym,上海交通大学
361359,"Synonym,交通大学,上海交通大学",交通大学,Synonym,上海交通大学
361360,"Synonym,交通大学,上海交通大学",交通大学,Synonym,上海交通大学
361361,"Synonym,交通大学,上海交通大学",交通大学,Synonym,上海交通大学
361371,"Synonym,交通警察,交警",交通警察,Synonym,交警
361404,"Synonym,亦且,抑且",亦且,Synonym,抑且
361411,"Synonym,产检,产前检查",产检,Synonym,产前检查
361412,"Synonym,产检,产前检查",产检,Synonym,产前检查
361441,"Synonym,京,亿亿",京,Synonym,亿亿
361464,"Synonym,京沪高铁,京沪高速铁路",京沪高铁,Synonym,京沪高速铁路
361465,"Synonym,京沪高铁,京沪高速铁路",京沪高铁,Synonym,京沪高速铁路
361469,"Synonym,京沪高铁,京沪高速铁路",京沪高铁,Synonym,京沪高速铁路
361471,"Synonym,京沪高铁,京沪高速铁路",京沪高铁,Synonym,京沪高速铁路
361515,"Synonym,亯,享",亯,Synonym,享
361516,"Synonym,亱,夜",亱,Synonym,夜
361521,"Synonym,亷,廉",亷,Synonym,廉
361593,"Synonym,人大,全国人民代表大会",人大,Synonym,全国人民代表大会
361594,"Synonym,人大,全国人民代表大会",人大,Synonym,全国人民代表大会
361598,"Synonym,人字拖,人字拖鞋",人字拖,Synonym,人字拖鞋
361606,"Synonym,人尽其材,人尽其才",人尽其材,Synonym,人尽其才
361607,"Synonym,人尽其材,人尽其才",人尽其材,Synonym,人尽其才
361663,"Synonym,人材,人才",人材,Synonym,人才
361666,"Synonym,人格,性格",人格,Synonym,性格
361709,"Synonym,人流,人工流产",人流,Synonym,人工流产
361710,"Synonym,人流,人工流产",人流,Synonym,人工流产
361712,"Synonym,人流手术,人工流产手术",人流手术,Synonym,人工流产手术
361713,"Synonym,人流手术,人工流产手术",人流手术,Synonym,人工流产手术
361714,"Synonym,人流手术,人工流产手术",人流手术,Synonym,人工流产手术
361715,"Synonym,人流手术,人工流产手术",人流手术,Synonym,人工流产手术
361746,"Synonym,人尽其材,人尽其才",人尽其材,Synonym,人尽其才
361748,"Synonym,人尽其材,人尽其才",人尽其材,Synonym,人尽其才
361752,"Synonym,人社部,人力资源和社会保障部",人社部,Synonym,人力资源和社会保障部
361753,"Synonym,人社部,人力资源和社会保障部",人社部,Synonym,人力资源和社会保障部
361789,"Synonym,人资,人力资源",人资,Synonym,人力资源
361790,"Synonym,人资,人力资源",人资,Synonym,人力资源
361794,"Synonym,人资,人力资源",人资,Synonym,人力资源
361795,"Synonym,人资,人力资源",人资,Synonym,人力资源
361853,"Synonym,亼,集",亼,Synonym,集
361855,"Synonym,亾,亡",亾,Synonym,亡
361856,"Synonym,亿亿,京",亿亿,Synonym,京
361984,"Synonym,介蒂,芥蒂",介蒂,Synonym,芥蒂
361991,"Synonym,接口,界面",接口,Synonym,界面
361993,"Synonym,仌,冰",仌,Synonym,冰
361998,"Synonym,仏,佛",仏,Synonym,佛
362002,"Synonym,仓卒,仓促",仓卒,Synonym,仓促
362003,"Synonym,仓卒,仓促",仓卒,Synonym,仓促
362004,"Synonym,仓惶,仓皇",仓惶,Synonym,仓皇
362005,"Synonym,仓惶,仓皇",仓惶,Synonym,仓皇
362006,"Synonym,仓猝,仓促",仓猝,Synonym,仓促
362007,"Synonym,仓猝,仓促",仓猝,Synonym,仓促
362008,"Synonym,仓黄,仓皇",仓黄,Synonym,仓皇
362009,"Synonym,仓黄,仓皇",仓黄,Synonym,仓皇
362011,"Synonym,仔,崽",仔,Synonym,崽
362028,"Synonym,他娘的,他妈的",他娘的,Synonym,他妈的
362030,"Synonym,他娘的,他妈的",他娘的,Synonym,他妈的
362122,"Synonym,仚,仙",仚,Synonym,仙
362124,"Synonym,仝,同",仝,Synonym,同
362127,"Synonym,仟,千",仟,Synonym,千
362250,"Synonym,以,以色列",以,Synonym,以色列
362284,"Synonym,以太网络,以太网路",以太网络,Synonym,以太网路
362335,"Synonym,以至,以至于",以至,Synonym,以至于
362336,"Synonym,以至,以至于",以至,Synonym,以至于
362373,"Synonym,仮,假",仮,Synonym,假
362401,"Synonym,仲颖,董卓",仲颖,Synonym,董卓
362460,"Synonym,份,分",份,Synonym,分
362464,"Synonym,份子,分子",份子,Synonym,分子
362472,"Synonym,仿傚,仿效",仿傚,Synonym,仿效
362495,"Synonym,企,企业",企,Synonym,企业
362496,"Synonym,企,企业",企,Synonym,企业
362506,"Synonym,企业内网络,企业内网路",企业内网络,Synonym,企业内网路
362512,"Synonym,企业间网络,企业间网路",企业间网络,Synonym,企业间网路
362521,"Synonym,伇,役",伇,Synonym,役
362527,"Synonym,伊,伊拉克",伊,Synonym,伊拉克
362528,"Synonym,伊,伊朗",伊,Synonym,伊朗
362551,"Synonym,伊媚儿,伊妹儿",伊媚儿,Synonym,伊妹儿
362552,"Synonym,伊媚儿,伊妹儿",伊媚儿,Synonym,伊妹儿
362553,"Synonym,伊媚儿,伊妹儿",伊媚儿,Synonym,伊妹儿
362554,"Synonym,伊媚儿,伊妹儿",伊媚儿,Synonym,伊妹儿
362600,"Synonym,伊犁,伊犁哈萨克自治州",伊犁,Synonym,伊犁哈萨克自治州
362601,"Synonym,伊犁,伊犁哈萨克斯坦自治州",伊犁,Synonym,伊犁哈萨克斯坦自治州
362602,"Synonym,伊犁哈萨克斯坦自治州,伊犁哈萨克自治州",伊犁哈萨克斯坦自治州,Synonym,伊犁哈萨克自治州
362611,"Synonym,伊莉莎白,伊丽莎白",伊莉莎白,Synonym,伊丽莎白
362613,"Synonym,伊莉莎白,伊丽莎白",伊莉莎白,Synonym,伊丽莎白
362614,"Synonym,伊莉萨白,伊丽莎白",伊莉萨白,Synonym,伊丽莎白
362615,"Synonym,伊莉萨白,伊丽莎白",伊莉萨白,Synonym,伊丽莎白
362616,"Synonym,伊莉萨白,伊丽莎白",伊莉萨白,Synonym,伊丽莎白
362618,"Synonym,伊莉萨白,伊丽莎白",伊莉萨白,Synonym,伊丽莎白
362642,"Synonym,伍,五",伍,Synonym,五
362650,"Synonym,伎俩,技俩",伎俩,Synonym,技俩
362651,"Synonym,伎俩,技俩",伎俩,Synonym,技俩
362653,"Synonym,伎俩,技俩",伎俩,Synonym,技俩
362654,"Synonym,伎俩,技俩",伎俩,Synonym,技俩
362657,"Synonym,伏侍,服侍",伏侍,Synonym,服侍
362678,"Synonym,伏牺,伏羲",伏牺,Synonym,伏羲
362680,"Synonym,伏牺,伏羲",伏牺,Synonym,伏羲
362684,"Synonym,伏罪,服罪",伏罪,Synonym,服罪
362692,"Synonym,伏输,服输",伏输,Synonym,服输
362693,"Synonym,伏输,服输",伏输,Synonym,服输
362694,"Synonym,伏输,服输",伏输,Synonym,服输
362695,"Synonym,伏输,服输",伏输,Synonym,服输
362696,"Synonym,伏辩,服辩",伏辩,Synonym,服辩
362697,"Synonym,伏辩,服辩",伏辩,Synonym,服辩
362699,"Synonym,伏辩,服辩",伏辩,Synonym,服辩
362700,"Synonym,伏辩,服辩",伏辩,Synonym,服辩
362710,"Synonym,休,休息",休,Synonym,休息
362750,"Synonym,伕,夫",伕,Synonym,夫
362752,"Synonym,众,众议院",众,Synonym,众议院
362754,"Synonym,众,众议院",众,Synonym,众议院
362755,"Synonym,众包,群众外包",众包,Synonym,群众外包
362756,"Synonym,众包,群众外包",众包,Synonym,群众外包
362771,"Synonym,伜,倅",伜,Synonym,倅
362773,"Synonym,伝,传",伝,Synonym,传
362774,"Synonym,伝,传",伝,Synonym,传
362777,"Synonym,传参,传递参数",传参,Synonym,传递参数
362778,"Synonym,传参,传递参数",传参,Synonym,传递参数
362783,"Synonym,伩,信",伩,Synonym,信
362789,"Synonym,伯,霸",伯,Synonym,霸
362837,"Synonym,伲,你",伲,Synonym,你
362858,"Synonym,伶仃,零丁",伶仃,Synonym,零丁
362861,"Synonym,伶悧,伶俐",伶悧,Synonym,伶俐
362885,"Synonym,伸雪,申雪",伸雪,Synonym,申雪
362914,"Synonym,伽罗华,伽罗瓦",伽罗华,Synonym,伽罗瓦
362915,"Synonym,伽罗华,伽罗瓦",伽罗华,Synonym,伽罗瓦
362916,"Synonym,伽罗华理论,伽罗瓦理论",伽罗华理论,Synonym,伽罗瓦理论
362917,"Synonym,伽罗华理论,伽罗瓦理论",伽罗华理论,Synonym,伽罗瓦理论
362921,"Synonym,伽罗华,伽罗瓦",伽罗华,Synonym,伽罗瓦
362922,"Synonym,伽罗华,伽罗瓦",伽罗华,Synonym,伽罗瓦
362924,"Synonym,伽罗华理论,伽罗瓦理论",伽罗华理论,Synonym,伽罗瓦理论
362925,"Synonym,伽罗华理论,伽罗瓦理论",伽罗华理论,Synonym,伽罗瓦理论
362930,"Synonym,佀,似",佀,Synonym,似
362945,"Synonym,队列,伫列",队列,Synonym,伫列
362969,"Synonym,字节,比特组",字节,Synonym,比特组
363061,"Synonym,低级,低阶",低级,Synonym,低阶
363062,"Synonym,低级语言,低阶语言",低级语言,Synonym,低阶语言
363070,"Synonym,低音管,巴颂管",低音管,Synonym,巴颂管
363071,"Synonym,低音管,巴颂管",低音管,Synonym,巴颂管
363080,"Synonym,住,住在",住,Synonym,住在
363096,"Synonym,住建部,住房和城乡建设部",住建部,Synonym,住房和城乡建设部
363097,"Synonym,住建部,住房和城乡建设部",住建部,Synonym,住房和城乡建设部
363100,"Synonym,住房和城乡建设部,住建部",住房和城乡建设部,Synonym,住建部
363101,"Synonym,住房和城乡建设部,住建部",住房和城乡建设部,Synonym,住建部
363131,"Synonym,体检,体格检查",体检,Synonym,体格检查
363132,"Synonym,体检,体格检查",体检,Synonym,体格检查
363187,"Synonym,何鲁晓夫,赫鲁晓夫",何鲁晓夫,Synonym,赫鲁晓夫
363188,"Synonym,何鲁晓夫,赫鲁晓夫",何鲁晓夫,Synonym,赫鲁晓夫
363189,"Synonym,何鲁晓夫,赫鲁晓夫",何鲁晓夫,Synonym,赫鲁晓夫
363190,"Synonym,何鲁晓夫,赫鲁晓夫",何鲁晓夫,Synonym,赫鲁晓夫
363197,"Synonym,余辉,余晖",余辉,Synonym,余晖
363198,"Synonym,余辉,余晖",余辉,Synonym,余晖
363200,"Synonym,佚,迭",佚,Synonym,迭
363201,"Synonym,佚,逸",佚,Synonym,逸
363265,"Synonym,作人,做人",作人,Synonym,做人
363280,"Synonym,作寿,做寿",作寿,Synonym,做寿
363281,"Synonym,作寿,做寿",作寿,Synonym,做寿
363288,"Synonym,作寿,做寿",作寿,Synonym,做寿
363289,"Synonym,作寿,做寿",作寿,Synonym,做寿
363315,"Synonym,操作系统,作业系统",操作系统,Synonym,作业系统
363369,"Synonym,佡,仙",佡,Synonym,仙
363398,"Synonym,佰,百",佰,Synonym,百
363400,"Synonym,佱,法",佱,Synonym,法
363411,"Synonym,佳宾,嘉宾",佳宾,Synonym,嘉宾
363412,"Synonym,佳宾,嘉宾",佳宾,Synonym,嘉宾
363427,"Synonym,佳宾,嘉宾",佳宾,Synonym,嘉宾
363428,"Synonym,佳宾,嘉宾",佳宾,Synonym,嘉宾
363517,"Synonym,侄,姪",侄,Synonym,姪
363524,"Synonym,来函,来信",来函,Synonym,来信
363542,"Synonym,来复枪,来福枪",来复枪,Synonym,来福枪
363544,"Synonym,来复枪,来福枪",来复枪,Synonym,来福枪
363567,"Synonym,来福枪,来复枪",来福枪,Synonym,来复枪
363568,"Synonym,来福枪,来复枪",来福枪,Synonym,来复枪
363603,"Synonym,侈糜,侈靡",侈糜,Synonym,侈靡
363624,"Synonym,侌,阴",侌,Synonym,阴
363625,"Synonym,侌,阴",侌,Synonym,阴
363631,"Synonym,侍应,侍应生",侍应,Synonym,侍应生
363632,"Synonym,侍应,侍应生",侍应,Synonym,侍应生
363637,"Synonym,侍应,侍应生",侍应,Synonym,侍应生
363638,"Synonym,侍应,侍应生",侍应,Synonym,侍应生
363647,"Synonym,侏儒,小人",侏儒,Synonym,小人
363648,"Synonym,侏儒,矮人",侏儒,Synonym,矮人
363649,"Synonym,侏儒,袖珍人",侏儒,Synonym,袖珍人
363664,"Synonym,侚,殉",侚,Synonym,殉
363731,"Synonym,依洛瓦底,伊洛瓦底",依洛瓦底,Synonym,伊洛瓦底
363750,"Synonym,価,价",価,Synonym,价
363752,"Synonym,価,价",価,Synonym,价
363754,"Synonym,侢,戴",侢,Synonym,戴
363801,"Synonym,侽,男",侽,Synonym,男
363863,"Synonym,促声,入声",促声,Synonym,入声
363864,"Synonym,促声,入声",促声,Synonym,入声
363872,"Synonym,促声,入声",促声,Synonym,入声
363873,"Synonym,促声,入声",促声,Synonym,入声
363881,"Synonym,俄,俄罗斯",俄,Synonym,俄罗斯
363882,"Synonym,俄,俄罗斯",俄,Synonym,俄罗斯
363883,"Synonym,俄,俄国",俄,Synonym,俄国
363884,"Synonym,俄,俄罗斯",俄,Synonym,俄罗斯
363895,"Synonym,俄国,俄罗斯",俄国,Synonym,俄罗斯
363904,"Synonym,俄期,俄狄浦斯期",俄期,Synonym,俄狄浦斯期
363938,"Synonym,俐落,利落",俐落,Synonym,利落
363968,"Synonym,俚,俚语",俚,Synonym,俚语
363969,"Synonym,俚,俚语",俚,Synonym,俚语
363973,"Synonym,俛,俯",俛,Synonym,俯
363976,"Synonym,保,保加利亚",保,Synonym,保加利亚
363977,"Synonym,保,保加利亚",保,Synonym,保加利亚
364043,"Synonym,保母,保姆",保母,Synonym,保姆
364053,"Synonym,保特瓶,宝特瓶",保特瓶,Synonym,宝特瓶
364054,"Synonym,保特瓶,宝特瓶",保特瓶,Synonym,宝特瓶
364063,"Synonym,保祐,保佑",保祐,Synonym,保佑
364102,"Synonym,保镳,保镖",保镳,Synonym,保镖
364103,"Synonym,保镳,保镖",保镳,Synonym,保镖
364105,"Synonym,保镳,保镖",保镳,Synonym,保镖
364106,"Synonym,保镳,保镖",保镳,Synonym,保镖
364131,"Synonym,俞,腧",俞,Synonym,腧
364138,"Synonym,俟机,伺机",俟机,Synonym,伺机
364139,"Synonym,俟机,伺机",俟机,Synonym,伺机
364140,"Synonym,俟机,伺机",俟机,Synonym,伺机
364141,"Synonym,俟机,伺机",俟机,Synonym,伺机
364163,"Synonym,信口开合,信口开河",信口开合,Synonym,信口开河
364164,"Synonym,信口开合,信口开河",信口开合,Synonym,信口开河
364167,"Synonym,信口开合,信口开河",信口开合,Synonym,信口开河
364168,"Synonym,信口开合,信口开河",信口开合,Synonym,信口开河
364172,"Synonym,信报,信报财经新闻",信报,Synonym,信报财经新闻
364174,"Synonym,信报,信报财经新闻",信报,Synonym,信报财经新闻
364204,"Synonym,信息与通信技术,信息与通讯技术",信息与通信技术,Synonym,信息与通讯技术
364209,"Synonym,信报,信报财经新闻",信报,Synonym,信报财经新闻
364210,"Synonym,信报,信报财经新闻",信报,Synonym,信报财经新闻
364267,"Synonym,俤,弟",俤,Synonym,弟
364368,"Synonym,俲,傚",俲,Synonym,傚
364369,"Synonym,俲,效",俲,Synonym,效
364383,"Synonym,俻,备",俻,Synonym,备
364384,"Synonym,俻,备",俻,Synonym,备
364397,"Synonym,倂,并",倂,Synonym,并
364399,"Synonym,倂,并",倂,Synonym,并
364408,"Synonym,仓卒,仓促",仓卒,Synonym,仓促
364410,"Synonym,仓卒,仓促",仓卒,Synonym,仓促
364417,"Synonym,仓惶,仓皇",仓惶,Synonym,仓皇
364418,"Synonym,仓惶,仓皇",仓惶,Synonym,仓皇
364420,"Synonym,仓猝,仓促",仓猝,Synonym,仓促
364422,"Synonym,仓猝,仓促",仓猝,Synonym,仓促
364428,"Synonym,仓黄,仓皇",仓黄,Synonym,仓皇
364430,"Synonym,仓黄,仓皇",仓黄,Synonym,仓皇
364466,"Synonym,倍低音管,低音巴松管",倍低音管,Synonym,低音巴松管
364481,"Synonym,倐,倏",倐,Synonym,倏
364534,"Synonym,倒楣,倒霉",倒楣,Synonym,倒霉
364574,"Synonym,倒采,倒彩",倒采,Synonym,倒彩
364594,"Synonym,倘佯,徜徉",倘佯,Synonym,徜徉
364600,"Synonym,候,守候",候,Synonym,守候
364624,"Synonym,倚托,倚讬",倚托,Synonym,倚讬
364625,"Synonym,倚讬,倚托",倚讬,Synonym,倚托
364632,"Synonym,倞,亮",倞,Synonym,亮
364703,"Synonym,倡狂,猖狂",倡狂,Synonym,猖狂
364709,"Synonym,倣,仿",倣,Synonym,仿
364711,"Synonym,値,值",値,Synonym,值
364749,"Synonym,倮,裸",倮,Synonym,裸
364751,"Synonym,倶,俱",倶,Synonym,俱
364753,"Synonym,倶,具",倶,Synonym,具
364755,"Synonym,倸,睬",倸,Synonym,睬
364756,"Synonym,倹,俭",倹,Synonym,俭
364758,"Synonym,倹,俭",倹,Synonym,俭
364759,"Synonym,倻,伽",倻,Synonym,伽
364763,"Synonym,值勤,执勤",值勤,Synonym,执勤
364764,"Synonym,值勤,执勤",值勤,Synonym,执勤
364783,"Synonym,倽,啥",倽,Synonym,啥
364784,"Synonym,倾国倾城,倾城倾国",倾国倾城,Synonym,倾城倾国
364785,"Synonym,倾国倾城,倾城倾国",倾国倾城,Synonym,倾城倾国
364787,"Synonym,偁,称",偁,Synonym,称
364788,"Synonym,偁,称",偁,Synonym,称
364992,"Synonym,偘,侃",偘,Synonym,侃
365141,"Synonym,健美,健美运动",健美,Synonym,健美运动
365142,"Synonym,健美,健美运动",健美,Synonym,健美运动
365154,"Synonym,偪,逼",偪,Synonym,逼
365159,"Synonym,偰,契",偰,Synonym,契
365271,"Synonym,偸,偷",偸,Synonym,偷
365273,"Synonym,偺,咱",偺,Synonym,咱
365274,"Synonym,偻㑩,喽啰",偻㑩,Synonym,喽啰
365275,"Synonym,偻㑩,喽啰",偻㑩,Synonym,喽啰
365304,"Synonym,傅会,附会",傅会,Synonym,附会
365305,"Synonym,傅会,附会",傅会,Synonym,附会
365308,"Synonym,傅会,附会",傅会,Synonym,附会
365309,"Synonym,傅会,附会",傅会,Synonym,附会
365311,"Synonym,傅里叶,傅立叶",傅里叶,Synonym,傅立叶
365312,"Synonym,傅里叶变换,傅立叶变换",傅里叶变换,Synonym,傅立叶变换
365319,"Synonym,㐷,骂",㐷,Synonym,骂
365320,"Synonym,㐷,骂",㐷,Synonym,骂
365366,"Synonym,傓,煽",傓,Synonym,煽
365407,"Synonym,傚,效",傚,Synonym,效
365408,"Synonym,傚仿,效仿",傚仿,Synonym,效仿
365413,"Synonym,家具,家俱",家具,Synonym,家俱
365418,"Synonym,傤,载",傤,Synonym,载
365419,"Synonym,傤,载",傤,Synonym,载
365494,"Synonym,传动设备,传动装置",传动设备,Synonym,传动装置
365497,"Synonym,传参,传递参数",传参,Synonym,传递参数
365498,"Synonym,传参,传递参数",传参,Synonym,传递参数
365509,"Synonym,传国玉玺,传国玺",传国玉玺,Synonym,传国玺
365608,"Synonym,发送,传送",发送,Synonym,传送
365609,"Synonym,发送带,传送带",发送带,Synonym,传送带
365610,"Synonym,发送服务,传送服务",发送服务,Synonym,传送服务
365686,"Synonym,傻_b,傻屄",傻_b,Synonym,傻屄
365697,"Synonym,傻屄,傻逼",傻屄,Synonym,傻逼
365709,"Synonym,傻逼,傻屄",傻逼,Synonym,傻屄
365727,"Synonym,倾国倾城,倾城倾国",倾国倾城,Synonym,倾城倾国
365728,"Synonym,倾国倾城,倾城倾国",倾国倾城,Synonym,倾城倾国
365768,"Synonym,偻㑩,喽啰",偻㑩,Synonym,喽啰
365769,"Synonym,偻㑩,喽啰",偻㑩,Synonym,喽啰
365770,"Synonym,僃,备",僃,Synonym,备
365772,"Synonym,僃,备",僃,Synonym,备
365783,"Synonym,僊,仙",僊,Synonym,仙
365796,"Synonym,像貌,相貌",像貌,Synonym,相貌
365845,"Synonym,僮,壮",僮,Synonym,壮
365846,"Synonym,僮,壮",僮,Synonym,壮
365854,"Synonym,僴,僩",僴,Synonym,僩
365943,"Synonym,儍,傻",儍,Synonym,傻
365946,"Synonym,傤,载",傤,Synonym,载
365947,"Synonym,傤,载",傤,Synonym,载
365966,"Synonym,儗,拟",儗,Synonym,拟
365967,"Synonym,儗,拟",儗,Synonym,拟
365978,"Synonym,儞,你",儞,Synonym,你
366049,"Synonym,保存,储存",保存,Synonym,储存
366068,"Synonym,儵,倏",儵,Synonym,倏
366081,"Synonym,儿,儿子",儿,Synonym,儿子
366087,"Synonym,兀臬,杌陧",兀臬,Synonym,杌陧
366088,"Synonym,兀臬,杌陧",兀臬,Synonym,杌陧
366090,"Synonym,兀臲,杌陧",兀臲,Synonym,杌陧
366091,"Synonym,兀臲,杌陧",兀臲,Synonym,杌陧
366106,"Synonym,元来,原来",元来,Synonym,原来
366107,"Synonym,元来,原来",元来,Synonym,原来
366109,"Synonym,元元本本,原原本本",元元本本,Synonym,原原本本
366147,"Synonym,元来,原来",元来,Synonym,原来
366148,"Synonym,元来,原来",元来,Synonym,原来
366155,"Synonym,元煤,原煤",元煤,Synonym,原煤
366170,"Synonym,元数据,元资料",元数据,Synonym,元资料
366235,"Synonym,兆,百万",兆,Synonym,百万
366236,"Synonym,兆,万亿",兆,Synonym,万亿
366239,"Synonym,兆字节,mb",兆字节,Synonym,mb
366284,"Synonym,先发,首先发起",先发,Synonym,首先发起
366285,"Synonym,先发,首先发起",先发,Synonym,首先发起
366321,"Synonym,先发,首先发起",先发,Synonym,首先发起
366322,"Synonym,先发,首先发起",先发,Synonym,首先发起
366373,"Synonym,光复会,复古会",光复会,Synonym,复古会
366374,"Synonym,光复会,复古会",光复会,Synonym,复古会
366375,"Synonym,光大,中国光大银行",光大,Synonym,中国光大银行
366376,"Synonym,光大,中国光大银行",光大,Synonym,中国光大银行
366401,"Synonym,光复会,复古会",光复会,Synonym,复古会
366402,"Synonym,光复会,复古会",光复会,Synonym,复古会
366428,"Synonym,光槃,光盘",光槃,Synonym,光盘
366429,"Synonym,光槃,光盘",光槃,Synonym,光盘
366448,"Synonym,光盘驱动器,光驱",光盘驱动器,Synonym,光驱
366449,"Synonym,光盘驱动器,光驱",光盘驱动器,Synonym,光驱
366452,"Synonym,光盘驱动器,光驱",光盘驱动器,Synonym,光驱
366453,"Synonym,光盘驱动器,光驱",光盘驱动器,Synonym,光驱
366468,"Synonym,光纤分布式数据接口,光纤分布式资料接口",光纤分布式数据接口,Synonym,光纤分布式资料接口
366476,"Synonym,光耦,光耦合器",光耦,Synonym,光耦合器
366489,"Synonym,光说不练,光说不做",光说不练,Synonym,光说不做
366490,"Synonym,光说不练,光说不做",光说不练,Synonym,光说不做
366497,"Synonym,光说不练,光说不做",光说不练,Synonym,光说不做
366498,"Synonym,光说不练,光说不做",光说不练,Synonym,光说不做
366516,"Synonym,光驱,光盘驱动器",光驱,Synonym,光盘驱动器
366517,"Synonym,光驱,光盘驱动器",光驱,Synonym,光盘驱动器
366519,"Synonym,光驱,光盘驱动器",光驱,Synonym,光盘驱动器
366520,"Synonym,光驱,光盘驱动器",光驱,Synonym,光盘驱动器
366589,"Synonym,克罗地亚,克罗埃西亚",克罗地亚,Synonym,克罗埃西亚
366632,"Synonym,免,絻",免,Synonym,絻
366666,"Synonym,兎,兔",兎,Synonym,兔
366667,"Synonym,児,儿",児,Synonym,儿
366669,"Synonym,児,儿",児,Synonym,儿
366710,"Synonym,兘,始",兘,Synonym,始
366733,"Synonym,兠,兜",兠,Synonym,兜
366739,"Synonym,入,入声",入,Synonym,入声
366740,"Synonym,入,入声",入,Synonym,入声
366839,"Synonym,内在座标,内在坐标",内在座标,Synonym,内在坐标
366861,"Synonym,内置,内建",内置,Synonym,内建
366919,"Synonym,内经,黄帝内经",内经,Synonym,黄帝内经
366920,"Synonym,内经,黄帝内经",内经,Synonym,黄帝内经
366938,"Synonym,内蒙古,内蒙古自治区",内蒙古,Synonym,内蒙古自治区
366940,"Synonym,内蒙古,内蒙古自治区",内蒙古,Synonym,内蒙古自治区
366956,"Synonym,内贾德,艾哈迈迪内贾德",内贾德,Synonym,艾哈迈迪内贾德
366957,"Synonym,内贾德,艾哈迈迪内贾德",内贾德,Synonym,艾哈迈迪内贾德
366982,"Synonym,内哄,内讧",内哄,Synonym,内讧
366984,"Synonym,内哄,内讧",内哄,Synonym,内讧
367007,"Synonym,全国人大,全国人大会议",全国人大,Synonym,全国人大会议
367008,"Synonym,全国人大,全国人大会议",全国人大,Synonym,全国人大会议
367009,"Synonym,全国人民代表大会,人大",全国人民代表大会,Synonym,人大
367012,"Synonym,全国人大,全国人大会议",全国人大,Synonym,全国人大会议
367013,"Synonym,全国人大,全国人大会议",全国人大,Synonym,全国人大会议
367016,"Synonym,全国人民代表大会,人大",全国人民代表大会,Synonym,人大
367051,"Synonym,全愈,痊愈",全愈,Synonym,痊愈
367052,"Synonym,全愈,痊愈",全愈,Synonym,痊愈
367079,"Synonym,全民健保,全民健康保险",全民健保,Synonym,全民健康保险
367080,"Synonym,全民健保,全民健康保险",全民健保,Synonym,全民健康保险
367098,"Synonym,全球卫星导航系统,格洛纳斯",全球卫星导航系统,Synonym,格洛纳斯
367099,"Synonym,全球卫星导航系统,格洛纳斯",全球卫星导航系统,Synonym,格洛纳斯
367108,"Synonym,全球卫星导航系统,格洛纳斯",全球卫星导航系统,Synonym,格洛纳斯
367109,"Synonym,全球卫星导航系统,格洛纳斯",全球卫星导航系统,Synonym,格洛纳斯
367111,"Synonym,万维网,全球资讯网",万维网,Synonym,全球资讯网
367119,"Synonym,全神灌注,全神贯注",全神灌注,Synonym,全神贯注
367120,"Synonym,全神灌注,全神贯注",全神灌注,Synonym,全神贯注
367157,"Synonym,全运会,全国运动会",全运会,Synonym,全国运动会
367158,"Synonym,全运会,全国运动会",全运会,Synonym,全国运动会
367160,"Synonym,全运会,全国运动会",全运会,Synonym,全国运动会
367161,"Synonym,全运会,全国运动会",全运会,Synonym,全国运动会
367179,"Synonym,全麻,全身麻醉",全麻,Synonym,全身麻醉
367245,"Synonym,两生类,两栖类",两生类,Synonym,两栖类
367247,"Synonym,两生类,两栖类",两生类,Synonym,两栖类
367282,"Synonym,兪,俞",兪,Synonym,俞
367288,"Synonym,八二三砲战,八二三炮战",八二三砲战,Synonym,八二三炮战
367317,"Synonym,八大元老,八老",八大元老,Synonym,八老
367393,"Synonym,八角街,八廓街",八角街,Synonym,八廓街
367425,"Synonym,公交,公共交通",公交,Synonym,公共交通
367428,"Synonym,公仁,董昭",公仁,Synonym,董昭
367455,"Synonym,公共交换电话网络,公共交换电话网路",公共交换电话网络,Synonym,公共交换电话网路
367462,"Synonym,公共汽车,巴士",公共汽车,Synonym,巴士
367508,"Synonym,公孙起,白起",公孙起,Synonym,白起
367511,"Synonym,公孙起,白起",公孙起,Synonym,白起
367514,"Synonym,公安,警察",公安,Synonym,警察
367549,"Synonym,公投,公民投票",公投,Synonym,公民投票
367609,"Synonym,公众电信网络,公众电信网路",公众电信网络,Synonym,公众电信网路
367610,"Synonym,公知,公共知识分子",公知,Synonym,公共知识分子
367611,"Synonym,公知,公共知识分子",公知,Synonym,公共知识分子
367663,"Synonym,公车,公共汽车",公车,Synonym,公共汽车
367664,"Synonym,公车,公共汽车",公车,Synonym,公共汽车
367665,"Synonym,公车,公务用车",公车,Synonym,公务用车
367666,"Synonym,公车,公务用车",公车,Synonym,公务用车
367669,"Synonym,公车,公共汽车",公车,Synonym,公共汽车
367670,"Synonym,公车,公共汽车",公车,Synonym,公共汽车
367671,"Synonym,公车,公务用车",公车,Synonym,公务用车
367672,"Synonym,公车,公务用车",公车,Synonym,公务用车
367768,"Synonym,兰,兰州",兰,Synonym,兰州
367769,"Synonym,兰,兰州",兰,Synonym,兰州
